GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G1800570","1870","Indiana","180","Hamilton","0570","Hamilton",20882,9840058,285679,1746085,52878,1522,38095,898,479980,1347230
"G1800590","1870","Indiana","180","Hancock","0590","Hancock",15123,7721401,235665,1482245,28021,500,32420,2868,338194,877629
"G1800610","1870","Indiana","180","Harrison","0610","Harrison",19913,5044381,195590,1147821,43244,5891,8116,15803,223115,787341
"G1800630","1870","Indiana","180","Hendricks","0630","Hendricks",20277,12195484,180126,1722832,31599,426,44513,8525,654466,1645701
"G1800650","1870","Indiana","180","Henry","0650","Henry",22986,12464508,303462,2369670,81731,1094,53118,11669,786060,1439242
"G1800670","1870","Indiana","180","Howard","0670","Howard",15847,3889797,105259,891829,19053,2600,33016,1888,140515,491664
"G1800690","1870","Indiana","180","Huntington","0690","Huntington",19036,7573192,219095,1283204,30847,2526,68161,8854,219508,832861
"G1800710","1870","Indiana","180","Jackson","0710","Jackson",18974,6069099,180830,1385856,25270,1421,45612,5237,412833,888960
"G1800730","1870","Indiana","180","Jasper","0730","Jasper",6354,2355095,84439,555409,4118,0,0,56,266025,715390
"G1800750","1870","Indiana","180","Jay","0750","Jay",15000,5337530,197468,1013961,24418,33,11691,14532,168627,815640
"G1800770","1870","Indiana","180","Jefferson","0770","Jefferson",29741,6537858,181493,1404476,36404,35764,10140,10877,246953,1096634
"G1800790","1870","Indiana","180","Jennings","0790","Jennings",16218,4156608,140796,1131264,21182,882,39392,4697,272129,683596
"G1800810","1870","Indiana","180","Johnson","0810","Johnson",18366,9957790,202417,2369818,41633,2226,17895,6365,742406,1312462
"G1800830","1870","Indiana","180","Knox","0830","Knox",21562,5621066,187912,1586760,54830,8538,37375,5416,331587,971152
"G1800850","1870","Indiana","180","Kosciusko","0850","Kosciusko",23531,10714620,248957,1586170,45099,536,65304,5514,315984,1114108
"G1800870","1870","Indiana","180","Lagrange","0870","Lagrange",14148,9470314,239663,1287567,33444,5,20475,3529,177860,855631
"G1800890","1870","Indiana","180","Lake","0890","Lake",12339,5132015,199173,968925,25053,1550,35973,2141,171538,1023341
"G1800910","1870","Indiana","180","LaPorte","0910","Laporte",27062,11368264,321805,1843529,36334,8996,61025,2200,256312,1082302
"G1800930","1870","Indiana","180","Lawrence","0930","Lawrence",14628,4892988,140478,844365,27231,11606,3436,7465,353073,969229
"G1800950","1870","Indiana","180","Madison","0950","Madison",22770,9399442,242571,2219502,70262,1662,31159,15186,576515,1229996
"G1800970","1870","Indiana","180","Marion","0970","Marion",71939,19398062,383673,2811844,59177,71007,102555,4199,618608,1488105
"G1800990","1870","Indiana","180","Marshall","0990","Marshall",20211,6930262,183381,966347,24045,1912,55873,1532,181647,748845
"G1801010","1870","Indiana","180","Martin","1010","Martin",11103,2106140,78810,617928,24454,295,11762,16163,139432,387564
"G1801030","1870","Indiana","180","Miami","1030","Miami",21052,8223410,284314,1539845,39804,12156,54943,4973,344173,1034784
"G1801050","1870","Indiana","180","Monroe","1050","Monroe",14168,4003023,93120,892560,37805,386,27759,10688,273279,762954
"G1801070","1870","Indiana","180","Montgomery","1070","Montgomery",23765,14480218,357263,2370176,52639,1805,47039,11515,708157,1965390
"G1801090","1870","Indiana","180","Morgan","1090","Morgan",17528,8565856,248503,1699704,47635,5984,32841,17240,642855,1240651
"G1801110","1870","Indiana","180","Newton","1110","Newton",5829,2658840,99083,481320,4222,1772,3241,190,184583,580881
"G1801130","1870","Indiana","180","Noble","1130","Noble",20389,8885080,222903,1526561,41672,535,60708,1696,250373,940774
"G1801150","1870","Indiana","180","Ohio","1150","Ohio",5837,2732000,39505,439790,2885,2500,1975,1350,49103,228105
"G1801170","1870","Indiana","180","Orange","1170","Orange",13497,3840305,174482,798463,38025,9907,6470,19400,353854,811996
"G1801190","1870","Indiana","180","Owen","1190","Owen",16137,5840995,126709,1024706,30985,220,17168,3249,238123,964191
"G1801210","1870","Indiana","180","Parke","1210","Parke",18166,9763398,250331,1973990,32113,1704,12374,4659,517379,1570744
"G1801230","1870","Indiana","180","Perry","1230","Perry",14801,1656150,70684,561188,25356,4675,29250,12900,89007,329524
"G1801250","1870","Indiana","180","Pike","1250","Pike",13779,2825819,123999,937068,11146,194,200,19839,226481,628399
"G1801270","1870","Indiana","180","Porter","1270","Porter",13942,4813202,119108,820630,10587,4980,47211,1866,182689,813150
"G1801290","1870","Indiana","180","Posey","1290","Posey",19185,6279709,218641,1688097,26564,85,7505,3914,318756,814196
"G1801310","1870","Indiana","180","Pulaski","1310","Pulaski",7801,2467985,77355,885293,10375,90,25,758,55705,510396
"G1801330","1870","Indiana","180","Putnam","1330","Putnam",21514,12154422,267014,1612814,36583,3763,20105,2553,862463,2182097
"G1801350","1870","Indiana","180","Randolph","1350","Randolph",22862,10111014,293675,1734541,37808,50,53928,8399,399920,1242842
"G1801370","1870","Indiana","180","Ripley","1370","Ripley",20977,6180650,185356,1188305,28262,130,38785,27377,244068,868063
"G1801390","1870","Indiana","180","Rush","1390","Rush",17626,12939664,371120,2244472,46156,610,35605,9832,1075035,1690645
"G1801410","1870","Indiana","180","St Joseph","1410","St Joseph",25322,10867848,178783,1467265,49721,13472,93364,5622,247461,872554
"G1801430","1870","Indiana","180","Scott","1430","Scott",7873,1768050,56983,457578,15814,7699,20229,10128,83546,387705
"G1801450","1870","Indiana","180","Shelby","1450","Shelby",21892,12080676,319174,2281933,31007,2816,10102,4190,451841,1347027
"G1801470","1870","Indiana","180","Spencer","1470","Spencer",17998,3844803,195442,1053676,22984,3545,5149,6281,189420,691282
"G1801490","1870","Indiana","180","Starke","1490","Starke",3888,777972,25368,218548,6719,165,27898,972,47353,179015
"G1801510","1870","Indiana","180","Steuben","1510","Steuben",12854,5940275,139772,1245946,44270,241,10087,2253,348374,785269
"G1801530","1870","Indiana","180","Sullivan","1530","Sullivan",18453,5633817,141709,1260945,27711,170,9381,4758,331028,979300
"G1801550","1870","Indiana","180","Switzerland","1550","Switzerland",12134,5196800,174653,828176,11016,16252,2493,5435,106198,543460
"G1801570","1870","Indiana","180","Tippecanoe","1570","Tippecanoe",33515,12533574,282408,2176885,34819,17896,55352,4675,482206,1606212
"G1801590","1870","Indiana","180","Tipton","1590","Tipton",11953,3064500,63115,701112,17555,465,36193,2260,152808,448215
"G1801610","1870","Indiana","180","Union","1610","Union",6341,6095475,233157,1391285,20603,2848,14131,550,357450,642424
"G1801630","1870","Indiana","180","Vanderburgh","1630","Vanderburgh",33145,4241775,134724,913340,16587,20230,1350,25,105243,483687
"G1801650","1870","Indiana","180","Vermillion","1650","Vermillion",10840,4148925,98358,892741,13819,120,8756,3881,241419,597764
"G1801670","1870","Indiana","180","Vigo","1670","Vigo",33549,8766584,218509,1695229,24312,31323,32076,2363,304709,1076912
"G1801690","1870","Indiana","180","Wabash","1690","Wabash",21305,8727366,322591,1550156,37868,1877,26414,2001,278685,1088990
"G1801710","1870","Indiana","180","Warren","1710","Warren",10204,5806901,112491,1583014,12214,0,3848,1991,696322,1014702
"G1801730","1870","Indiana","180","Warrick","1730","Warrick",17653,4402735,204206,1236835,34996,700,4858,12349,217048,758912
"G1801750","1870","Indiana","180","Washington","1750","Washington",18495,6209183,193051,1308059,50265,142,8169,20053,384881,1048750
"G1801770","1870","Indiana","180","Wayne","1770","Wayne",34048,14594696,273905,1833842,31594,6178,63162,785,757681,1362920
"G1801790","1870","Indiana","180","Wells","1790","Wells",13585,6113709,176819,1124641,24257,120,41090,11618,251127,816517
"G1801810","1870","Indiana","180","White","1810","White",10554,4666108,128708,850417,18282,594,7087,1966,301366,884977
"G1801830","1870","Indiana","180","Whitley","1830","Whitley",14399,6473308,187275,1072044,30935,220,51078,1876,187021,772023
"G1900010","1870","Iowa","190","Adair","0010","Adair",3982,1527586,91677,221892,550,0,0,560,16968,366091
"G1900030","1870","Iowa","190","Adams","0030","Adams",4614,1385963,67977,358207,287,62,4461,2816,51849,352304
"G1900050","1870","Iowa","190","Allamakee","0050","Allamakee",17868,4301936,292612,1752249,5359,706,41590,4177,354537,1005201
"G1900070","1870","Iowa","190","Appanoose","0070","Appanoose",16456,5631209,251258,1672620,26029,215,83566,36808,479469,1255375
"G1900090","1870","Iowa","190","Audubon","0090","Audubon",1212,473407,26432,194558,55,2405,1825,212,36720,147366
"G1900110","1870","Iowa","190","Benton","0110","Benton",22454,8716034,571842,2155748,12545,2490,3861,625,420464,1731218
"G1900130","1870","Iowa","190","Black Hawk","0130","Black Hawk",21706,8100998,546065,2180803,9958,3978,16710,16248,250271,1434060
"G1900150","1870","Iowa","190","Boone","0150","Boone",14584,3438031,207166,952896,3328,2173,14974,3370,168169,883027
"G1900170","1870","Iowa","190","Bremer","0170","Bremer",12528,4486291,286772,1162744,1536,6555,110315,958,183712,878483
"G1900190","1870","Iowa","190","Buchanan","0190","Buchanan",17034,6021232,396855,1597375,4622,10540,14903,1574,242607,1161162
"G1900210","1870","Iowa","190","Buena Vista","0210","Buena Vista",1585,272924,22638,92525,0,0,420,377,5315,91824
"G1900230","1870","Iowa","190","Butler","0230","Butler",9951,3294701,227890,1061249,926,405,25009,1910,158798,668304
"G1900250","1870","Iowa","190","Calhoun","0250","Calhoun",1602,215000,15980,62840,0,0,0,430,4115,66325
"G1900270","1870","Iowa","190","Carroll","0270","Carroll",2451,456044,17361,100400,0,0,0,1625,13105,139829
"G1900290","1870","Iowa","190","Cass","0290","Cass",5464,820231,46866,261739,0,0,0,0,76318,259660
"G1900310","1870","Iowa","190","Cedar","0310","Cedar",19731,10473122,462535,2754614,13221,135,1969,357,718352,1988500
"G1900330","1870","Iowa","190","Cerro Gordo","0330","Cerro Gordo",4722,1269175,76760,308679,0,700,0,0,30983,284471
"G1900350","1870","Iowa","190","Cherokee","0350","Cherokee",1967,401025,36450,182680,0,0,0,175,20139,143716
"G1900370","1870","Iowa","190","Chickasaw","0370","Chickasaw",10180,3542015,245274,1072554,912,1739,31597,3864,178110,705017
"G1900390","1870","Iowa","190","Clarke","0390","Clarke",8735,2214809,143436,717255,10333,440,0,8272,192129,667935
"G1900410","1870","Iowa","190","Clay","0410","Clay",1523,173215,18002,77163,0,0,1084,0,4117,96469
"G1900430","1870","Iowa","190","Clayton","0430","Clayton",27771,9267968,492989,2949917,17291,1741,49450,2918,602475,1786393
"G1900450","1870","Iowa","190","Clinton","0450","Clinton",35357,12964846,658944,3909589,14639,3370,2584,495,1075150,2530023
"G1900470","1870","Iowa","190","Crawford","0470","Crawford",2530,986740,49336,236555,0,290,2643,586,38089,205379
"G1900490","1870","Iowa","190","Dallas","0490","Dallas",12019,3579844,175038,953829,7881,150,6228,1501,218347,849113
"G1900510","1870","Iowa","190","Davis","0510","Davis",15565,5690432,271993,1622328,23482,0,0,34602,459389,1354714
"G1900530","1870","Iowa","190","Decatur","0530","Decatur",12018,2609576,136357,1352239,15056,655,969,19932,248803,698018
"G1900550","1870","Iowa","190","Delaware","0550","Delaware",17432,8200888,399686,2452654,11557,1199,40203,34009,510245,1611499
"G1900570","1870","Iowa","190","Des Moines","0570","Des Moines",27256,8709608,272510,1758025,55831,9783,44230,3695,545287,1447455
"G1900590","1870","Iowa","190","Dickinson","0590","Dickinson",1389,225950,25503,94740,0,0,0,273,4270,81470
"G1900610","1870","Iowa","190","Dubuque","0610","Dubuque",38969,9141828,455110,2949075,17873,11410,60548,2820,724245,1668855
"G1900630","1870","Iowa","190","Emmet","0630","Emmet",1392,395975,21713,99890,20,0,0,503,13286,109840
"G1900650","1870","Iowa","190","Fayette","0650","Fayette",16973,4599802,263912,1363841,1930,1205,0,3080,294724,843586
"G1900670","1870","Iowa","190","Floyd","0670","Floyd",10768,3807985,243370,1609631,467,165,33159,115,118126,682668
"G1900690","1870","Iowa","190","Franklin","0690","Franklin",4738,1906673,115052,521748,46,1817,4880,55,87482,399087
"G1900710","1870","Iowa","190","Fremont","0710","Fremont",11174,4769850,241680,2110845,6270,1650,0,800,346802,1198230
"G1900730","1870","Iowa","190","Greene","0730","Greene",4627,1285286,108952,394810,22,0,120,134,60527,305993
"G1900750","1870","Iowa","190","Grundy","0750","Grundy",6399,3459275,279240,841088,50,0,0,100,76194,618543
"G1900770","1870","Iowa","190","Guthrie","0770","Guthrie",7061,1872900,75005,424693,5696,0,0,190,113895,423005
"G1900790","1870","Iowa","190","Hamilton","0790","Hamilton",6055,1640590,79435,425025,625,700,5156,6369,53831,364430
"G1900810","1870","Iowa","190","Hancock","0810","Hancock",999,286190,22855,68700,0,0,0,0,7101,70369
"G1900830","1870","Iowa","190","Hardin","0830","Hardin",13684,4757912,210624,998258,3486,515,7273,4246,183065,898996
"G1900850","1870","Iowa","190","Harrison","0850","Harrison",8931,3011350,182613,932698,200,50,61,0,194464,758476
"G1900870","1870","Iowa","190","Henry","0870","Henry",21463,8243369,332309,2174772,29127,2473,21137,4908,539921,1516670
"G1900890","1870","Iowa","190","Howard","0890","Howard",6282,2109075,180444,615810,303,67,27,95,73767,445276
"G1900910","1870","Iowa","190","Humboldt","0910","Humboldt",2596,780093,47497,242424,200,40,0,135,23294,170568
"G1900930","1870","Iowa","190","Ida","0930","Ida",226,75460,7290,31383,0,0,0,46,2446,34867
"G1900950","1870","Iowa","190","Iowa","0950","Iowa",16644,5422071,342393,1526481,9986,297,5555,48179,427300,1222559
"G1900970","1870","Iowa","190","Jackson","0970","Jackson",22619,8021360,449773,3017572,21589,28,8499,641,731207,1872904
"G1900990","1870","Iowa","190","Jasper","0990","Jasper",22116,8870354,457808,2559058,19153,1303,8668,28589,561327,1781682
"G1901010","1870","Iowa","190","Jefferson","1010","Jefferson",17839,7611811,352349,1711007,35675,350,2120,20575,286483,1418704
"G1901030","1870","Iowa","190","Johnson","1030","Johnson",24898,8496044,499824,2864412,53700,2823,9161,2155,801016,1829265
"G1901050","1870","Iowa","190","Jones","1050","Jones",19731,7786975,330421,2214146,11325,728,270,285,636989,1430598
"G1901070","1870","Iowa","190","Keokuk","1070","Keokuk",19434,8170684,512520,2287488,34488,906,5537,20717,631687,1887444
"G1901090","1870","Iowa","190","Kossuth","1090","Kossuth",3351,630580,48255,227639,0,35,0,218,20468,161965
"G1901110","1870","Iowa","190","Lee","1110","Lee",37210,7750525,294883,1948977,56267,24218,22321,1720,463910,1448287
"G1901130","1870","Iowa","190","Linn","1130","Linn",31080,10364526,598137,3371939,30360,17202,68065,3996,837852,2220945
"G1901150","1870","Iowa","190","Louisa","1150","Louisa",12877,6721425,253400,1855863,43646,3345,38213,10239,694090,1467690
"G1901170","1870","Iowa","190","Lucas","1170","Lucas",10388,3550464,182718,895109,11078,18374,2677,16613,234188,862585
"G1901190","1870","Iowa","190","Lyon","1190","Lyon",221,31080,4465,14460,0,0,0,0,0,8589
"G1901210","1870","Iowa","190","Madison","1210","Madison",13884,3516431,257164,1644035,17140,964,5413,10786,457258,1142054
"G1901230","1870","Iowa","190","Mahaska","1230","Mahaska",22508,8103998,386290,2027540,43260,2424,5755,5720,670939,1755433
"G1901250","1870","Iowa","190","Marion","1250","Marion",24436,8376390,371062,2355831,51909,645,69,7986,679720,1617209
"G1901270","1870","Iowa","190","Marshall","1270","Marshall",17576,6863379,378472,1808258,4912,843,8448,2861,322015,1184168
"G1901290","1870","Iowa","190","Mills","1290","Mills",8718,3564201,156780,1215629,9383,1820,32062,3273,211865,880702
"G1901310","1870","Iowa","190","Mitchell","1310","Mitchell",9582,2165450,102083,537995,77,400,15,1040,60115,453962
"G1901330","1870","Iowa","190","Monona","1330","Monona",3654,799210,76045,355905,335,3391,0,91,65114,422220
"G1901350","1870","Iowa","190","Monroe","1350","Monroe",12724,4682189,123831,1531809,25081,6,6930,11711,402381,1089687
"G1901370","1870","Iowa","190","Montgomery","1370","Montgomery",5934,1373765,58208,476059,240,700,400,1481,65515,302311
"G1901390","1870","Iowa","190","Muscatine","1390","Muscatine",21688,9490716,300877,2005772,34117,7797,28495,5849,584914,1671159
"G1901410","1870","Iowa","190","O Brien","1410","O Brien",715,82070,1100,27600,0,0,0,0,0,41490
"G1901430","1870","Iowa","190","Osceola","1430","Osceola",,,,,,,,,,
"G1901450","1870","Iowa","190","Page","1450","Page",9975,3562383,189984,912001,5103,170,1340,1477,270469,913544
"G1901470","1870","Iowa","190","Palo Alto","1470","Palo Alto",1336,195053,18742,105692,0,0,265,157,13869,101202
"G1901490","1870","Iowa","190","Plymouth","1490","Plymouth",2199,277749,22567,119291,0,0,0,0,0,125750
"G1901510","1870","Iowa","190","Pocahontas","1510","Pocahontas",1446,330930,29405,49913,0,0,0,0,12347,99312
"G1901530","1870","Iowa","190","Polk","1530","Polk",27857,6667664,310167,2113188,27041,7403,5838,4718,567702,1421866
"G1901550","1870","Iowa","190","Pottawattamie","1550","Pottawattamie",16893,2471865,136278,805992,4897,9770,33336,6290,110636,586654
"G1901570","1870","Iowa","190","Poweshiek","1570","Poweshiek",15581,6107700,341954,1507008,8382,370,2841,1804,272470,1282205
"G1901590","1870","Iowa","190","Ringgold","1590","Ringgold",5691,1664735,112311,591950,2050,100,1320,8966,150567,580050
"G1901610","1870","Iowa","190","Sac","1610","Sac",1411,429933,32846,160981,10,250,112,472,16452,111436
"G1901630","1870","Iowa","190","Scott","1630","Scott",38599,11744696,497591,2747995,36207,36902,16112,2340,706116,1932358
"G1901650","1870","Iowa","190","Shelby","1650","Shelby",2540,797800,58738,349091,456,6128,3912,329,38970,264761
"G1901670","1870","Iowa","190","Sioux","1670","Sioux",576,20630,620,15150,0,0,0,0,0,24305
"G1901690","1870","Iowa","190","Story","1690","Story",11651,1908980,99809,453407,1878,369,0,1035,133027,407708
"G1901710","1870","Iowa","190","Tama","1710","Tama",16131,6540221,432728,1745772,6732,184,26144,3190,375148,1350223
"G1901730","1870","Iowa","190","Taylor","1730","Taylor",6989,2212586,91340,518842,870,0,500,9910,109745,592739
"G1901750","1870","Iowa","190","Union","1750","Union",5986,1233983,73495,416087,824,106,771,3922,85181,357037
"G1901770","1870","Iowa","190","Van Buren","1770","Van Buren",17672,5538664,241384,1758720,33986,200,6345,8937,465711,1241738
"G1901790","1870","Iowa","190","Wapello","1790","Wapello",22346,5861913,243546,1658095,38563,10691,7304,14478,448943,1217715
"G1901810","1870","Iowa","190","Warren","1810","Warren",17980,7461356,306118,2492151,44269,650,951,11214,644352,1587699
"G1901830","1870","Iowa","190","Washington","1830","Washington",18952,8135408,332745,1786789,33194,1123,152,3200,478411,1571064
"G1901850","1870","Iowa","190","Wayne","1850","Wayne",11287,3154245,184257,1161527,9978,0,425,15545,258545,843481
"G1901870","1870","Iowa","190","Webster","1870","Webster",10484,1852565,139103,664032,201,610,0,4925,60787,472668
"G1901890","1870","Iowa","190","Winnebago","1890","Winnebago",1562,203030,14196,53794,5,0,0,478,9467,57490
"G1901910","1870","Iowa","190","Winneshiek","1910","Winneshiek",23570,8119041,498109,2888244,4963,10705,124175,4247,410761,1648947
"G1901930","1870","Iowa","190","Woodbury","1930","Woodbury",6172,707900,55811,318705,0,500,79000,0,9180,231405
"G1901950","1870","Iowa","190","Worth","1950","Worth",2892,738641,64580,223474,110,310,0,2680,31583,202466
"G1901970","1870","Iowa","190","Wright","1970","Wright",2392,682665,40995,212609,16,0,0,400,32959,187838
"G2000010","1870","Kansas","200","Allen","0010","Allen",7022,1412870,65150,435572,2898,631,6742,1497,66234,364006
"G2000030","1870","Kansas","200","Anderson","0030","Anderson",5220,1343358,84427,442653,858,310,26662,2257,77665,460046
"G2000050","1870","Kansas","200","Atchison","0050","Atchison",15507,3525775,210242,1204753,4651,5245,18492,1113,242744,793741
"G2000090","1870","Kansas","200","Barton","0090","Barton",2,,,,,,,,,
"G2000110","1870","Kansas","200","Bourbon","0110","Bourbon",15076,4783865,190817,1187729,11837,13019,4944,7637,136744,780151
"G2000130","1870","Kansas","200","Brown","0130","Brown",6823,2245711,111550,454232,2625,0,2679,1711,160415,628520
"G2000150","1870","Kansas","200","Butler","0150","Butler",3035,544230,39683,107411,0,150,50,27,29608,284285
"G2000170","1870","Kansas","200","Chase","0170","Chase",1975,940697,39167,178286,75,0,0,11720,35547,279964
"G2000210","1870","Kansas","200","Cherokee","0210","Cherokee",11038,2063517,131428,848675,4290,1173,7799,8480,62676,574269
"G2000270","1870","Kansas","200","Clay","0270","Clay",2942,624990,48650,188725,0,307,401,0,19228,234869
"G2000290","1870","Kansas","200","Cloud","0290","Cloud",2323,572910,40360,155044,0,250,100,242,10753,220978
"G2000310","1870","Kansas","200","Coffey","0310","Coffey",6201,1953215,92921,528077,1546,320,15490,2762,103458,790146
"G2000350","1870","Kansas","200","Cowley","0350","Cowley",1175,295917,16476,163151,400,0,0,40,80,118950
"G2000370","1870","Kansas","200","Crawford","0370","Crawford",8160,2676500,132533,709767,35,481,4711,3742,67497,640476
"G2000375","1870","Kansas","200","Davis","0375","Davis",5526,760530,15945,553860,0,5485,15715,355,45715,304735
"G2000410","1870","Kansas","200","Dickinson","0410","Dickinson",3043,636112,31440,181152,20,360,0,0,56322,265418
"G2000430","1870","Kansas","200","Doniphan","0430","Doniphan",13969,3962347,176355,1625724,9900,2202,20695,9944,401404,918480
"G2000450","1870","Kansas","200","Douglas","0450","Douglas",20592,6689989,150593,3514452,20314,22288,30355,20819,238100,1240213
"G2000510","1870","Kansas","200","Ellis","0510","Ellis",1336,,,,,,,,,
"G2000530","1870","Kansas","200","Ellsworth","0530","Ellsworth",1185,113470,10085,53492,0,1665,2661,0,55790,67985
"G2000570","1870","Kansas","200","Ford","0570","Ford",427,,,,,,,,,
"G2000590","1870","Kansas","200","Franklin","0590","Franklin",10385,3438800,177805,974590,2135,0,16450,110,72100,765960
"G2000730","1870","Kansas","200","Greenwood","0730","Greenwood",3484,997453,36972,342868,282,4342,280,2908,50628,331815
"G2000833","1870","Kansas","200","Howard","0833","Howard",2794,91880,6930,56157,0,0,0,75,10174,75341
"G2000850","1870","Kansas","200","Jackson","0850","Jackson",6053,2386640,85319,641441,3407,40,0,0,86969,635244
"G2000870","1870","Kansas","200","Jefferson","0870","Jefferson",12526,4363943,179907,1031237,1906,135,5551,720,357470,1142748
"G2000890","1870","Kansas","200","Jewell","0890","Jewell",207,47750,3008,20350,0,0,0,0,0,8347
"G2000910","1870","Kansas","200","Johnson","0910","Johnson",13684,4300355,181620,1172387,4328,1109,2480,852,147329,836905
"G2000990","1870","Kansas","200","Labette","0990","Labette",9973,1851390,93550,457907,193,759,4594,3582,36391,538623
"G2001030","1870","Kansas","200","Leavenworth","1030","Leavenworth",32444,5207554,152678,1407381,46732,48009,34100,3122,269346,944695
"G2001050","1870","Kansas","200","Lincoln","1050","Lincoln",516,69150,4931,6960,0,70,35,60,670,33436
"G2001070","1870","Kansas","200","Linn","1070","Linn",12174,3576846,158751,977132,5385,2259,14159,4267,169449,832029
"G2001110","1870","Kansas","200","Lyon","1110","Lyon",8014,2551968,101780,513781,5033,1055,15606,2049,69086,674945
"G2001130","1870","Kansas","200","McPherson","1130","Mcpherson",738,270770,12121,39436,71,0,325,510,2982,72210
"G2001150","1870","Kansas","200","Marion","1150","Marion",768,185760,13479,95728,0,209,0,0,20157,107699
"G2001170","1870","Kansas","200","Marshall","1170","Marshall",6901,1545385,79748,568849,100,561,5671,3512,67917,468748
"G2001210","1870","Kansas","200","Miami","1210","Miami",11725,4069590,145942,891307,4781,400,123,1703,154154,861145
"G2001230","1870","Kansas","200","Mitchell","1230","Mitchell",485,98250,9302,5131,0,0,0,260,0,56377
"G2001250","1870","Kansas","200","Montgomery","1250","Montgomery",7564,821800,40114,288159,0,0,87,0,7023,337771
"G2001270","1870","Kansas","200","Morris","1270","Morris",2225,549946,30105,165542,300,0,0,0,18253,181086
"G2001310","1870","Kansas","200","Nemaha","1310","Nemaha",7339,1996630,115322,536817,90,0,2000,465,202138,638993
"G2001330","1870","Kansas","200","Neosho","1330","Neosho",10206,1472533,77194,422882,64,1369,5467,1694,48995,368161
"G2001350","1870","Kansas","200","Ness","1350","Ness",2,,,,,,,,,
"G2001390","1870","Kansas","200","Osage","1390","Osage",7648,1943030,107174,398571,1250,225,80,295,60567,599530
"G2001410","1870","Kansas","200","Osborne","1410","Osborne",33,7200,880,0,0,0,0,0,0,3130
"G2001430","1870","Kansas","200","Ottawa","1430","Ottawa",2127,559240,34889,188048,0,885,395,125,16051,290747
"G2001450","1870","Kansas","200","Pawnee","1450","Pawnee",179,,,,,,,,,
"G2001490","1870","Kansas","200","Pottawatomie","1490","Pottawatomie",7848,1891220,108063,803439,690,6477,15377,2290,118092,653376
"G2001570","1870","Kansas","200","Republic","1570","Republic",1281,373700,18956,130698,0,0,25,100,2726,100376
"G2001590","1870","Kansas","200","Rice","1590","Rice",5,2600,55,1340,0,20,0,0,42,1412
"G2001610","1870","Kansas","200","Riley","1610","Riley",5105,1808615,93171,502384,825,600,7096,188,57367,483128
"G2001670","1870","Kansas","200","Russell","1670","Russell",156,,,,,,,,,
"G2001690","1870","Kansas","200","Saline","1690","Saline",4246,1185962,68770,347187,50,0,0,430,18378,311096
"G2001730","1870","Kansas","200","Sedgwick","1730","Sedgwick",1095,266790,21725,171797,0,100,0,0,18223,76832
"G2001770","1870","Kansas","200","Shawnee","1770","Shawnee",13121,3485760,110217,764228,4520,5253,6055,610,113287,671997
"G2001830","1870","Kansas","200","Smith","1830","Smith",66,25300,875,9600,0,0,0,0,0,5760
"G2001910","1870","Kansas","200","Sumner","1910","Sumner",22,,,,,,,,,
"G2001950","1870","Kansas","200","Trego","1950","Trego",166,,,,,,,,,
"G2001970","1870","Kansas","200","Wabaunsee","1970","Wabaunsee",3362,973080,64681,234845,1165,125,500,0,22052,334490
"G2001990","1870","Kansas","200","Wallace","1990","Wallace",538,,,,,,,,,
"G2002010","1870","Kansas","200","Washington","2010","Washington",4081,453290,26154,165307,0,0,0,0,18302,148416
"G2002050","1870","Kansas","200","Wilson","2050","Wilson",6694,703240,50533,262776,200,0,0,22118,36452,261682
"G2002070","1870","Kansas","200","Woodson","2070","Woodson",3827,398810,20830,151220,133,100,0,28116,18726,170672
"G2002090","1870","Kansas","200","Wyandotte","2090","Wyandotte",10015,1208807,31939,350414,14957,1025,74995,4403,54910,181031
"G2100010","1870","Kentucky","210","Adair","0010","Adair",11065,1224168,23618,622516,1147,0,10,23843,130991,522824
"G2100030","1870","Kentucky","210","Allen","0030","Allen",10296,878504,84247,908227,2961,0,4333,36843,215677,628335
"G2100050","1870","Kentucky","210","Anderson","0050","Anderson",5449,1597857,60832,548248,4834,25,3297,8506,156158,464511
"G2100070","1870","Kentucky","210","Ballard","0070","Ballard",12576,1537482,137647,1353235,14800,180,1112,14596,215290,692670
"G2100090","1870","Kentucky","210","Barren","0090","Barren",17780,3045915,157556,1249486,19940,40,20752,51457,351895,970557
"G2100110","1870","Kentucky","210","Bath","0110","Bath",10145,5199829,75965,1120340,11319,70,0,4968,440647,1247057
"G2100150","1870","Kentucky","210","Boone","0150","Boone",10696,8601330,243080,1552670,10336,350,2006,1904,635842,1177142
"G2100170","1870","Kentucky","210","Bourbon","0170","Bourbon",14863,15945374,150170,2541896,18660,1534,0,1054,1174807,2474323
"G2100190","1870","Kentucky","210","Boyd","0190","Boyd",8573,732584,21049,279523,9114,1046,157,7068,51121,177261
"G2100210","1870","Kentucky","210","Boyle","0210","Boyle",9515,3671986,66758,748793,4951,242,1805,1010,253782,730132
"G2100230","1870","Kentucky","210","Bracken","0230","Bracken",11409,3158884,114527,1043908,16901,58,1325,3490,181807,562484
"G2100250","1870","Kentucky","210","Breathitt","0250","Breathitt",5672,437469,8342,198701,930,50,64,13324,47672,168790
