GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh",83684,233,128822,5109,0,6392,0,1600,223,11571,904,14496,169,2703,13288,53,42158,124,543,3,0,0,0,0,0,0,0,0,0,0,107,10,123
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion",108875,4311,318295,12519,0,46,0,6513,1068,11845,676,640,2160,2,24878,432,39665,371,444,4,0,0,0,0,0,0,868,0,178,0,5197,14,1081
"G1801670","1860","Indiana","180","Vigo","1670","Vigo",179159,1016,385360,8315,0,854,0,5898,1516,21307,2862,2520,979,107,32430,211,102773,983,7177,5,4500,0,0,0,0,0,619,0,411,0,8940,35,1136
"G1801690","1860","Indiana","180","Wabash","1690","Wabash",289576,1008,297261,26457,0,3716,0,11317,818,40447,1274,3260,3044,5,65020,1529,83471,5908,940,0,0,0,20000,133,3962,0,3831,0,1782,0,10158,289,3711
"G1801710","1860","Indiana","180","Warren","1710","Warren",58441,843,366359,11923,0,41,0,7218,56,13057,447,174,2496,0,25723,901,95481,89,498,1,0,0,0,277,1295,0,148,0,52,0,584,133,2130
"G1801730","1860","Indiana","180","Warrick","1730","Warrick",151684,34,183256,7325,0,155865,0,5016,347,9293,4899,46,18,2,20273,43,39531,158,127,0,0,0,0,0,0,0,2,0,225,0,478,10,617
"G1801750","1860","Indiana","180","Washington","1750","Washington",221994,2613,219512,53760,0,7375,0,11919,1773,8924,2439,64,61,6,49011,627,73017,40,3206,0,0,0,0,102,71,48,823,0,1464,0,2450,44,4056
"G1801770","1860","Indiana","180","Wayne","1770","Wayne",344131,311,416179,66724,0,16379,0,10107,407,22942,7713,13962,1749,384,71983,1157,94801,3265,2321,35,0,0,0,50,8625,0,1901,0,4082,0,13009,22,2171
"G1801790","1860","Indiana","180","Wells","1790","Wells",132916,1817,126908,16315,0,820,0,7133,386,28114,346,2133,5108,2,37937,661,63675,1398,594,1,0,0,0,457,895,0,2444,0,1093,0,2618,253,3509
"G1801810","1860","Indiana","180","White","1810","White",68033,1550,173591,4777,0,482,0,9344,784,20509,202,62,5120,5,24631,629,106667,277,883,19,0,0,0,14,489,0,50,0,68,0,4457,76,1839
"G1801830","1860","Indiana","180","Whitley","1830","Whitley",141835,1144,123092,14119,0,181,0,6718,244,28455,569,434,4109,5,36865,428,74788,7247,444,8,0,0,0,17,735,1098,3148,0,1149,0,3870,134,2043
"G1900010","1860","Iowa","190","Adair","0010","Adair",4074,11,23538,1072,0,0,0,483,243,2148,6,0,106,0,3459,53,18210,0,91,0,0,0,0,7,0,0,0,0,0,0,1396,4,49
"G1900030","1860","Iowa","190","Adams","0030","Adams",5929,100,38915,1193,0,1,0,535,439,2687,0,0,433,0,5586,124,23968,0,184,0,0,0,0,75,11,0,0,0,0,0,2386,27,395
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee",174803,742,81953,41784,0,50,0,1322,1218,35043,436,3258,330,0,35815,1849,151276,0,702,5,0,0,0,0,9,0,6044,0,418,0,617,152,804
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose",26078,1327,339384,13269,0,1311,0,8779,1830,11909,878,0,8194,2,61084,897,144530,1304,11062,4,0,0,0,86,325,0,134,0,2,0,14996,238,6065
"G1900090","1860","Iowa","190","Audubon","0090","Audubon",6698,0,6959,682,0,0,0,178,46,1302,6,0,57,0,1672,117,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,71
"G1900110","1860","Iowa","190","Benton","0110","Benton",114352,89,157952,33904,0,870,0,1972,678,21079,31,386,132,1,36288,1084,157065,0,818,2,0,0,0,119,12,0,129,0,67,0,8182,78,1169
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk",70242,33,102107,31218,0,167,0,1389,582,22744,2,622,66,3,28122,1884,127844,0,1619,6,0,0,0,65,46,0,779,0,494,0,3585,24,315
"G1900150","1860","Iowa","190","Boone","0150","Boone",18742,1621,91313,5988,0,1151,0,2472,1439,8750,104,39,716,1,27620,927,69123,59,1030,0,0,0,0,742,25,0,1891,0,277,0,5081,130,2263
"G1900170","1860","Iowa","190","Bremer","0170","Bremer",49814,187,55358,18912,0,136,0,1498,431,19189,0,404,72,0,21806,1080,109726,0,974,1,0,0,0,70,29,0,1891,0,336,0,2717,67,617
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan",80049,223,79615,28611,0,245,0,1869,542,20255,31,420,48,0,29485,1569,136413,0,1010,17,4800,1000,0,58,27,0,6,0,0,0,4713,226,795
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista",29,0,210,0,0,0,0,0,2,62,0,0,0,0,67,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler",40710,0,43077,14166,0,165,0,365,217,14675,6,36,26,0,16825,862,81349,0,651,0,0,0,0,72,11,0,64,0,413,0,2041,14,207
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun",1214,0,1794,239,0,20,0,0,47,494,0,0,0,0,985,58,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,8
"G1900270","1860","Iowa","190","Carroll","0270","Carroll",2182,0,5060,130,0,18,0,30,52,608,0,0,0,0,680,0,4676,0,0,0,0,0,0,6,1,0,0,0,0,0,304,0,18
"G1900290","1860","Iowa","190","Cass","0290","Cass",16763,25,34861,5019,0,0,0,354,374,3947,20,1,123,0,6072,1603,38151,20,116,3,0,0,0,14,2,0,14,0,0,0,1843,26,166
"G1900310","1860","Iowa","190","Cedar","0310","Cedar",321618,1364,368335,49950,0,74,0,1973,576,26912,999,7280,110,0,73507,4261,215600,805,5139,0,0,0,0,28,20,0,0,0,0,0,11000,34,403
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo",8879,0,10799,2357,0,0,0,147,96,4929,0,8,66,0,3769,246,26801,0,23,0,0,0,0,0,0,0,3,0,0,0,95,0,19
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee",49,0,59,0,0,0,0,0,0,91,0,0,0,0,76,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw",34392,59,33313,12773,0,9,0,2130,136,22451,0,209,40,0,21627,845,126494,3670,192,23,0,0,0,92,87,0,1058,0,148,0,317,13,597
"G1900390","1860","Iowa","190","Clarke","0390","Clarke",19093,447,154947,7666,0,822,0,2997,704,8818,268,4,2765,0,20515,307,54446,15,668,0,0,0,0,439,147,0,0,0,0,0,12577,48,1376
"G1900410","1860","Iowa","190","Clay","0410","Clay",158,0,116,103,0,3,0,0,4,72,0,0,0,0,162,44,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900430","1860","Iowa","190","Clayton","0430","Clayton",305186,307,162067,106131,0,181,0,1889,719,43984,265,4809,453,0,64926,1564,266636,20,1290,0,0,1000,3000,25,2,0,1537,0,3,0,2036,76,1240
"G1900450","1860","Iowa","190","Clinton","0450","Clinton",402640,125,238592,70139,0,32,0,447,1159,43608,103,16347,232,2,70059,3087,293426,1778,4517,7,0,0,0,12,66,310,51,0,0,0,4593,64,1146
"G1900470","1860","Iowa","190","Crawford","0470","Crawford",2923,0,7187,627,0,13,0,51,115,1009,0,4,9,0,777,55,8261,15,0,0,0,0,0,0,0,0,0,0,0,0,109,22,272
"G1900490","1860","Iowa","190","Dallas","0490","Dallas",36761,582,141007,7866,0,330,0,3343,531,9775,201,5,333,4,18462,674,36956,0,348,3,0,0,0,167,1883,0,301,0,33,0,13407,105,1502
"G1900510","1860","Iowa","190","Davis","0510","Davis",19198,2780,379138,11197,0,2575,0,11481,1467,10794,358,280,6530,2,44811,1007,113207,311,16190,21,400,0,20000,286,122,0,0,0,0,0,20340,310,9082
"G1900530","1860","Iowa","190","Decatur","0530","Decatur",12228,3059,190902,5793,0,2077,0,6064,1199,12784,248,48,6065,0,25150,1192,52015,25,2250,0,0,0,0,583,186,0,140,0,0,0,15185,210,4245
"G1900550","1860","Iowa","190","Delaware","0550","Delaware",150354,668,131123,61840,0,282,0,1477,471,27335,15,4692,344,7,46894,6675,226961,74,1746,2,0,0,0,19,5,0,225,0,118,0,3946,91,907
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines",83127,2543,375510,13032,0,214,0,5165,1050,27647,1204,2849,4383,311,52354,286,161030,94,5946,8,0,0,0,48,472,0,163,0,77,0,7271,153,4268
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson",211,0,369,25,0,0,0,0,0,653,0,0,60,0,342,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque",220225,2755,212699,92482,0,35,0,2405,1339,60410,37,12631,679,36,74153,3459,346925,104,2618,21,0,0,0,7,9,0,58,0,54,0,1352,110,1211
"G1900630","1860","Iowa","190","Emmet","0630","Emmet",31,0,317,0,0,0,0,0,0,283,0,0,0,0,262,44,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0
"G1900650","1860","Iowa","190","Fayette","0650","Fayette",142036,59,90253,49681,0,23,0,3684,97,29400,0,1864,343,0,54636,1272,209327,44,914,8,0,0,0,9,3,0,846,0,435,0,852,10,408
"G1900670","1860","Iowa","190","Floyd","0670","Floyd",33218,151,35807,12946,0,41,0,949,283,17942,6,213,85,0,13852,1001,86953,0,620,1,0,0,0,7,8,0,915,0,322,0,566,2,606
"G1900690","1860","Iowa","190","Franklin","0690","Franklin",10025,376,15812,3191,0,48,0,66,58,4324,0,0,52,0,4613,218,29777,0,337,0,0,0,0,0,0,0,12,0,7,0,209,0,21
"G1900710","1860","Iowa","190","Fremont","0710","Fremont",30700,530,139158,8251,0,3,0,2430,485,8266,0,224,1269,2,21011,850,15059,464,770,7,0,0,0,0,0,0,0,0,0,0,3549,278,3018
"G1900730","1860","Iowa","190","Greene","0730","Greene",8023,0,26868,1313,0,139,0,819,162,2594,1,0,0,0,3385,77,22866,0,142,0,0,0,0,86,213,60,19,0,18,0,1813,9,128
"G1900750","1860","Iowa","190","Grundy","0750","Grundy",10891,45,15131,4285,0,47,0,296,87,3272,0,396,11,0,6153,901,25554,0,608,0,0,0,0,0,0,0,0,0,0,0,610,2,15
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie",38521,16,83652,3522,0,204,0,1426,457,5421,97,0,47,0,12670,216,54065,0,275,0,0,0,0,13,6,0,0,0,121,0,7853,0,239
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton",7201,38,13652,2052,0,16,0,219,97,4902,6,0,114,2,7754,90,38543,0,127,0,0,0,0,0,0,0,254,0,160,0,505,0,45
"G1900810","1860","Iowa","190","Hancock","0810","Hancock",1648,0,1314,380,0,0,0,35,15,1414,0,0,0,0,950,11,4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900830","1860","Iowa","190","Hardin","0830","Hardin",39294,354,75104,11716,0,237,0,1620,439,11925,80,31,128,0,15061,365,71812,0,515,2,0,0,0,40,4,0,348,0,145,0,4807,26,535
"G1900850","1860","Iowa","190","Harrison","0850","Harrison",25152,202,67811,7475,0,214,0,654,696,8071,0,143,97,0,14323,916,61965,0,79,0,0,0,0,20,1,0,0,0,0,0,4588,233,3284
"G1900870","1860","Iowa","190","Henry","0870","Henry",80248,2294,395941,9213,0,2209,0,6697,1819,25663,1832,1328,5571,73,56425,2100,166057,869,6789,45,0,0,0,29,628,358,626,0,248,0,26117,272,3856
"G1900890","1860","Iowa","190","Howard","0890","Howard",40848,169,22802,12643,0,99,0,383,145,15732,0,1332,72,0,16182,719,88456,0,116,0,0,0,0,0,0,0,80,0,0,0,0,0,6
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt",575,0,1257,238,0,0,0,19,15,1114,0,0,26,0,960,6,6077,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
"G1900930","1860","Iowa","190","Ida","0930","Ida",177,0,474,38,0,0,0,0,16,127,0,0,0,0,238,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900950","1860","Iowa","190","Iowa","0950","Iowa",71148,394,196025,23590,0,135,0,1510,607,23470,65,489,491,93,32002,1364,128317,49,676,0,0,0,0,99,23,0,0,0,0,0,9546,92,1440
"G1900970","1860","Iowa","190","Jackson","0970","Jackson",230606,898,228164,75583,0,106,0,4164,1331,33672,0,2287,2348,39,71182,2827,233676,128,3031,20,1000,0,0,18,315,0,2623,0,221,0,6697,482,2774
"G1900990","1860","Iowa","190","Jasper","0990","Jasper",68562,77,271985,19212,0,415,0,3530,566,19901,368,553,363,12,32760,1639,135352,0,376,2,0,0,0,0,21,0,0,0,38,0,24447,73,2711
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson",49579,2189,351596,9232,0,2,0,9474,593,18605,1719,446,6143,34,48838,607,136145,1497,17472,28,0,0,0,0,479,0,7,0,5,0,17293,549,5042
"G1901030","1860","Iowa","190","Johnson","1030","Johnson",120676,1158,331998,40363,0,270,0,4401,25,33404,296,1989,308,7,40430,1383,211315,64,3795,1,0,0,0,0,0,0,64,0,0,0,6998,33,1154
"G1901050","1860","Iowa","190","Jones","1050","Jones",179429,0,216478,48286,0,246,0,3533,664,26897,182,2612,43,3,49722,3651,251475,124,1910,12,500,0,0,59,85,48,32,0,5,0,6340,84,1044
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk",79200,6058,397415,20459,0,200,0,7904,1010,21276,1956,1170,3050,1,42105,1434,83574,425,719,1,0,0,0,117,8,0,10,0,0,0,33009,76,4224
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth",782,0,2345,275,0,0,0,0,2,2606,0,0,0,0,2305,7,12391,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"G1901110","1860","Iowa","190","Lee","1110","Lee",96454,10900,450335,10662,0,2682,0,9169,1372,44262,2437,4911,5508,48,68849,9092,203518,193,15922,16,0,0,0,42,153,0,243,0,172,0,12318,288,4583
"G1901130","1860","Iowa","190","Linn","1130","Linn",170854,809,314574,55556,0,87,0,5702,886,31704,349,1594,261,14,43654,2840,272971,153,3515,9,0,0,0,60,11,0,740,0,191,0,11544,263,2493
"G1901150","1860","Iowa","190","Louisa","1150","Louisa",98161,6287,315249,8883,0,253,0,3500,289,18690,1007,168,1117,0,47994,569,126041,30,5507,0,0,0,0,40,0,0,92,0,18,0,11448,95,3171
"G1901170","1860","Iowa","190","Lucas","1170","Lucas",14851,406,170744,7695,0,426,0,3449,749,8029,368,0,4652,0,28412,751,58504,0,2867,0,0,0,0,93,22,0,0,0,0,0,9723,87,2799
"G1901210","1860","Iowa","190","Madison","1210","Madison",43084,2044,208436,9947,0,977,0,3036,1537,14158,281,225,2875,0,27633,790,112867,242,1333,9,2000,0,0,543,130,657,876,0,0,0,18067,322,4110
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska",72353,1530,395493,19492,0,1138,0,12372,632,17967,1271,1335,1255,16,35932,1457,152255,5,3603,9,0,0,0,82,112,0,6,0,0,0,26246,318,4074
"G1901250","1860","Iowa","190","Marion","1250","Marion",81488,3906,471320,21009,0,451,0,8127,727,21072,1450,313,2141,0,43421,2585,97582,54,1941,0,0,0,0,99,24,0,0,0,7,0,33840,418,5683
"G1901270","1860","Iowa","190","Marshall","1270","Marshall",55625,868,143333,20821,0,0,0,3136,428,12425,36,252,56,0,20299,1034,81154,0,439,0,0,0,0,205,100,0,0,0,0,0,7109,47,991
"G1901290","1860","Iowa","190","Mills","1290","Mills",52396,979,118164,9526,0,18,0,1690,1231,10705,42,218,1168,218,21331,851,76890,0,6,0,0,0,0,0,0,0,0,0,0,0,4151,202,1632
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell",43493,625,30447,12958,0,234,0,219,294,18924,0,2006,185,0,13831,1334,93854,0,328,1,0,0,0,26,2,0,466,0,84,0,437,5,139
"G1901330","1860","Iowa","190","Monona","1330","Monona",2942,39,7724,1005,0,0,0,662,267,2338,0,0,0,0,2370,154,13977,0,0,0,0,0,0,0,0,0,0,0,0,0,658,56,408
"G1901350","1860","Iowa","190","Monroe","1350","Monroe",26206,2090,219257,7425,0,1279,0,6842,1106,10298,504,0,4420,1,32536,702,88838,0,9882,0,0,0,0,180,29,0,0,0,0,0,14916,249,3888
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery",7211,177,31110,1129,0,0,0,613,259,2128,0,0,540,0,4065,253,15934,30,99,0,0,0,0,5,1,0,0,0,0,0,861,22,703
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine",235607,7795,343496,27786,0,169,0,1678,1337,56226,2033,13076,1121,139,51793,2809,201592,10,13341,39,700,0,0,6,26,0,2,0,9,0,9050,113,1650
"G1901410","1860","Iowa","190","O Brien","1410","O Brien",20,0,30,1,0,0,0,0,0,14,0,0,0,0,19,11,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901430","1860","Iowa","190","Osceola","1430","Osceola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901450","1860","Iowa","190","Page","1450","Page",32262,62,110514,4131,0,486,0,3564,768,7267,86,31,1155,2,18174,412,19900,0,1432,25,0,0,12200,480,21,0,0,0,0,0,7622,245,2839
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto",7,0,512,28,0,0,0,0,12,1224,0,0,0,0,404,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth",1442,0,2712,13,0,0,0,0,0,1426,0,0,0,0,607,11,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas",34,0,384,0,0,0,0,0,0,312,0,0,0,0,257,110,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901530","1860","Iowa","190","Polk","1530","Polk",51143,172,465900,11943,0,2,0,3739,92,14025,384,873,100,1,27912,668,105544,1368,127,1,0,0,0,80,0,0,225,0,70,0,12019,169,3105
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie",35916,346,70359,5531,0,5,0,520,835,10431,4,135,304,0,15574,361,57114,0,198,0,0,0,0,0,0,0,0,0,0,0,1340,54,694
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek",48696,55,162785,12410,0,0,0,3093,0,11957,41,0,271,0,17456,502,42827,0,178,5,0,0,0,0,0,0,0,0,0,0,8380,8,448
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold",7235,446,61296,2539,0,326,0,850,543,4953,0,12,2506,0,10173,299,49213,0,591,0,0,0,0,29,23,0,2,0,0,0,3852,59,1226
"G1901610","1860","Iowa","190","Sac","1610","Sac",523,0,2001,391,0,0,0,51,56,670,0,0,0,0,988,61,5202,0,0,0,0,0,0,0,0,0,3,0,2,0,131,0,0
"G1901630","1860","Iowa","190","Scott","1630","Scott",507711,1113,304739,66993,0,56,0,1792,1451,78952,472,97735,572,28,67134,3539,227630,1447,4740,24,0,0,0,10,3,0,12,0,0,0,3161,54,749
"G1901650","1860","Iowa","190","Shelby","1650","Shelby",6324,0,13763,891,0,0,0,263,146,2006,0,0,80,1,3181,51,19148,0,0,0,0,0,0,0,0,0,0,0,0,0,465,18,1065
"G1901670","1860","Iowa","190","Sioux","1670","Sioux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1901690","1860","Iowa","190","Story","1690","Story",22719,69,58238,4436,0,507,0,1091,322,8719,28,13,56,0,18954,257,70339,0,130,3,0,0,0,56,33,0,280,0,66,0,5202,39,677
"G1901710","1860","Iowa","190","Tama","1710","Tama",19968,2731,38180,5999,0,106,0,483,249,5076,20,114,79,0,7412,483,8312,0,1627,4,0,0,0,0,0,0,0,0,0,0,3310,15,184
"G1901730","1860","Iowa","190","Taylor","1730","Taylor",13253,267,78660,1902,0,233,0,1800,517,6793,118,31,2001,2,12541,513,46855,0,376,0,0,0,0,0,6,0,0,0,0,0,5208,158,1523
"G1901750","1860","Iowa","190","Union","1750","Union",7293,426,48191,1895,0,58,0,411,254,4746,18,39,1057,0,7620,721,38151,0,139,0,0,0,0,0,0,0,4,0,0,0,4272,47,804
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren",43166,4695,346672,6846,0,523,0,9722,1180,15702,946,957,8841,106,56930,2035,143551,860,11125,6,5500,0,0,34,67,48,610,0,258,0,20729,348,5435
"G1901790","1860","Iowa","190","Wapello","1790","Wapello",30253,2767,297618,7239,0,172,0,8820,393,12432,107,28,3642,0,29621,502,112373,0,6750,0,0,0,0,0,5,0,0,0,0,0,15128,169,3724
"G1901810","1860","Iowa","190","Warren","1810","Warren",49474,225,261885,12721,0,524,0,4815,587,14370,1100,743,1677,4,24491,868,102537,0,1557,2,0,0,0,174,0,0,110,0,52,0,25705,288,4627
"G1901830","1860","Iowa","190","Washington","1830","Washington",111821,3121,423126,19156,0,241,0,6635,894,26864,1004,2120,3980,4,56656,2556,122127,647,2309,5,0,0,3000,20,8,0,2,0,0,0,23311,124,3218
"G1901850","1860","Iowa","190","Wayne","1850","Wayne",10552,1205,171649,6368,0,896,0,4644,751,7322,251,4,4876,4,32469,640,98890,0,6090,1,0,0,0,281,29,0,0,0,0,0,7046,109,1883
"G1901870","1860","Iowa","190","Webster","1870","Webster",4886,219,19040,1979,0,0,0,285,200,7992,11,48,341,0,11139,274,48266,0,14,3,0,0,0,0,0,0,451,0,392,0,492,29,281
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago",430,0,936,88,0,0,0,9,21,1068,0,4,20,0,637,22,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek",232542,602,99503,80301,0,0,0,3600,690,38778,5,8983,98,0,60988,2733,304499,64,1678,2,0,0,10000,0,1,0,789,0,222,0,1008,33,538
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury",2420,85,7330,697,0,0,0,123,1157,3125,0,4,15,24,1308,165,10887,0,0,0,0,0,0,0,0,0,0,0,0,0,280,4,78
"G1901950","1860","Iowa","190","Worth","1950","Worth",4415,413,5600,676,0,0,0,135,35,4148,0,140,80,0,4005,253,26008,0,0,0,0,0,0,0,0,0,0,0,5,0,61,0,0
"G1901970","1860","Iowa","190","Wright","1970","Wright",3074,0,2298,742,0,0,0,34,67,1483,0,0,15,0,1461,277,14163,0,6,0,0,0,0,2,0,0,0,0,0,0,100,0,0
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen",1488,0,39368,16,0,0,0,284,35,1388,5,10,48,0,34,57,948,0,113,0,0,0,0,0,0,0,0,0,0,0,71,0,0
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson",1755,10,35903,510,0,0,0,8,149,2573,35,43,587,0,966,24,1030,0,337,2,0,0,0,0,0,0,0,0,0,0,918,4,42
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison",6685,79,186060,2016,0,44,0,1034,0,11651,610,472,818,37,28118,64,62665,0,1274,2,300,0,0,0,0,0,0,0,0,0,2683,19,42
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon",1924,0,87133,738,0,198,0,1207,137,3033,133,40,378,0,2254,17,1020,30,113,17,0,0,0,0,0,0,3,0,0,0,4261,14,222
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge",10453,0,73820,535,0,143,0,328,599,2713,98,0,698,0,6774,226,25493,0,376,33,0,0,0,0,2,0,0,0,0,0,1809,0,0
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown",10003,123,73950,1389,0,178,0,485,275,5695,8,79,1317,0,10685,207,32538,0,0,0,0,0,0,0,0,0,0,0,0,0,857,14,146
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler",190,0,4781,0,0,0,0,0,28,180,8,0,89,0,860,0,2369,0,8,0,0,0,0,0,0,0,5,0,0,0,80,0,0
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase",1450,22,14557,65,0,3,0,36,213,1018,30,1,212,0,1728,99,10352,0,17,0,0,0,0,0,0,0,0,0,0,0,233,10,75
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay",123,0,2993,25,0,0,0,0,83,289,0,0,2,0,226,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey",4559,7,55423,233,0,191,0,42,321,3493,245,0,1525,0,6259,86,2112,0,320,0,0,0,0,0,0,0,0,0,0,0,1364,4,41
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis",15974,701,19591,161,0,2,0,0,213,2037,0,34,114,0,2298,139,9270,0,0,0,0,0,0,2,0,0,0,0,0,0,406,0,0
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson",71,0,2555,0,0,0,0,0,4,178,0,0,0,0,409,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan",20782,538,160023,3356,0,91,3360,996,227,12946,408,805,889,13,15957,108,29180,0,464,3,4000,0,0,0,0,0,0,0,0,0,1340,29,881
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn",0,0,70,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas",18235,0,193745,3688,0,14,0,0,1888,14946,856,196,1726,26,18524,177,41046,0,0,0,0,0,0,0,0,0,142,0,0,0,2844,40,19
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin",4296,0,96523,794,0,95,0,457,356,4554,237,112,791,90,13462,345,23463,0,1041,0,0,0,0,0,0,0,0,0,0,0,2136,0,6
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood",126,0,9328,0,0,47,0,50,120,723,32,40,192,0,1948,17,6747,0,45,0,0,0,0,40,5,0,0,0,0,0,237,0,0
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter",474,0,1553,0,0,0,0,0,13,70,0,0,0,0,247,0,731,0,71,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson",2812,0,68075,114,0,0,0,0,86,2197,0,0,447,0,4528,0,5346,0,0,0,0,0,0,0,0,0,39,0,0,0,295,0,0
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson",3205,0,120456,535,0,54,0,786,491,5995,148,112,1199,1,9715,133,40654,0,654,3,0,0,0,0,0,0,0,0,1,0,2187,15,316
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson",6250,0,93804,1200,0,2,0,0,814,5113,76,231,794,0,9283,41,31322,405,1330,0,0,0,0,160,0,0,0,0,0,0,1221,2,8
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth",863,0,181160,1128,0,0,0,663,1319,14251,939,594,221,0,8823,1,19343,0,0,0,0,0,0,0,0,0,0,0,0,0,145,13,134
