GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G1801090","1860","Indiana","180","Morgan","1090","Morgan",5767548,138935,934987,19942,1060,23459,110085,871904,133544,1005448,
"G1801110","1860","Indiana","180","Newton","1110","Newton",964571,23692,182783,0,0,0,0,75355,0,75355,
"G1801130","1860","Indiana","180","Noble","1130","Noble",3242207,97306,428949,15889,2477,5575,100635,659848,106210,766058,
"G1801150","1860","Indiana","180","Ohio","1150","Ohio",2026760,19786,143177,2792,2588,2673,45492,280818,48165,328983,
"G1801170","1860","Indiana","180","Orange","1170","Orange",2458913,95548,514353,8384,1374,18398,176974,352993,195372,548365,
"G1801190","1860","Indiana","180","Owen","1190","Owen",3530527,112527,572741,10975,411,17049,74652,643116,91701,734817,
"G1801210","1860","Indiana","180","Parke","1210","Parke",5081953,154013,788475,21175,2633,6921,117433,910455,124354,1034809,
"G1801230","1860","Indiana","180","Perry","1230","Perry",1098473,37218,222650,6533,1560,4779,63036,222329,67815,290144,
"G1801250","1860","Indiana","180","Pike","1250","Pike",1656220,78781,413491,7313,101311,15338,120596,506841,135934,642775,
"G1801270","1860","Indiana","180","Porter","1270","Porter",3307780,85615,417486,11204,1480,480,63157,570957,63637,634594,
"G1801290","1860","Indiana","180","Posey","1290","Posey",3786096,47954,407131,9186,566,3547,259163,636588,262710,899298,
"G1801310","1860","Indiana","180","Pulaski","1310","Pulaski",1065376,33746,218698,686,3,2929,29727,268796,32656,301452,
"G1801330","1860","Indiana","180","Putnam","1330","Putnam",7755634,183021,1453638,36553,1094,19184,143058,972564,162242,1134806,
"G1801350","1860","Indiana","180","Randolph","1350","Randolph",5852796,161692,739910,26280,619,17554,115752,701795,133306,835101,
"G1801370","1860","Indiana","180","Ripley","1370","Ripley",3702062,119642,589805,9008,190,12270,104243,787567,116513,904080,
"G1801390","1860","Indiana","180","Rush","1390","Rush",10266642,222793,1178960,30840,6827,6319,166846,1198014,173165,1371179,
"G1801410","1860","Indiana","180","St Joseph","1410","St Joseph",4216875,131434,443176,22491,8912,1848,103858,855055,105706,960761,
"G1801430","1860","Indiana","180","Scott","1430","Scott",1176590,42711,282261,1888,64,14829,39668,201441,54497,255938,
"G1801450","1860","Indiana","180","Shelby","1450","Shelby",7790350,199049,979394,22227,800,118906,118118,1110177,237024,1347201,
"G1801470","1860","Indiana","180","Spencer","1470","Spencer",2796195,107490,473153,13296,280,9453,108702,588057,118155,706212,
"G1801490","1860","Indiana","180","Starke","1490","Starke",411650,15245,76538,342,199,669,10681,80372,11350,91722,
"G1801510","1860","Indiana","180","Steuben","1510","Steuben",2426995,82715,452116,14851,1140,6656,72247,560842,78903,639745,
"G1801530","1860","Indiana","180","Sullivan","1530","Sullivan",2548305,107723,556967,16218,310,20853,118313,527824,139166,666990,
"G1801550","1860","Indiana","180","Switzerland","1550","Switzerland",4508776,133965,468768,6851,7795,12096,75056,570658,87152,657810,
"G1801570","1860","Indiana","180","Tippecanoe","1570","Tippecanoe",8257600,198864,1126764,29400,9960,1886,297138,1247904,299024,1546928,
"G1801590","1860","Indiana","180","Tipton","1590","Tipton",2026633,46879,334348,1596,130,9198,41365,303757,50563,354320,
"G1801610","1860","Indiana","180","Union","1610","Union",4356027,145129,509743,4991,4321,20,52287,455767,52307,508074,
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh",1912594,54582,296738,9046,5139,1703,74514,326499,76217,402716,
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion",2477892,92846,490569,7549,9691,8884,133778,557322,142662,699984,
"G1801670","1860","Indiana","180","Vigo","1670","Vigo",3958905,114459,638243,11284,9454,6847,145605,789850,152452,942302,
"G1801690","1860","Indiana","180","Wabash","1690","Wabash",4913676,159729,711595,20118,1352,18225,170935,900388,189160,1089548,
"G1801710","1860","Indiana","180","Warren","1710","Warren",3915395,102453,735715,12376,160,2965,73869,600900,76834,677734,
"G1801730","1860","Indiana","180","Warrick","1730","Warrick",3066049,103017,519780,14421,0,17353,107134,593671,124487,718158,
"G1801750","1860","Indiana","180","Washington","1750","Washington",4283381,175839,894141,17168,325,18709,182658,682890,201367,884257,
"G1801770","1860","Indiana","180","Wayne","1770","Wayne",11583148,309023,1145864,29643,12383,6487,165132,1146435,171619,1318054,
"G1801790","1860","Indiana","180","Wells","1790","Wells",2393249,68794,367262,5456,9820,9635,99389,452807,109024,561831,
"G1801810","1860","Indiana","180","White","1810","White",2864063,79606,461186,3596,370,3470,62068,428525,65538,494063,
"G1801830","1860","Indiana","180","Whitley","1830","Whitley",2921596,77611,390452,7088,100,7307,82683,460068,89990,550058,
"G1900010","1860","Iowa","190","Adair","0010","Adair",201680,7662,37690,0,0,435,7139,54949,7574,62523,
"G1900030","1860","Iowa","190","Adams","0030","Adams",225650,12049,62247,0,0,1495,8681,82987,10176,93163,
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee",1722740,76087,291468,60,325,1200,80311,539015,81511,620526,
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose",2240170,106549,504890,535,434,21253,117812,654657,139065,793722,
"G1900090","1860","Iowa","190","Audubon","0090","Audubon",141597,3655,20181,0,0,502,3470,29231,3972,33203,
"G1900110","1860","Iowa","190","Benton","0110","Benton",1903648,80374,326732,9,120,3554,48462,536585,52016,588601,
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk",1369995,63922,220187,0,3746,842,29579,397702,30421,428123,
"G1900150","1860","Iowa","190","Boone","0150","Boone",638892,31373,149726,0,0,6898,24010,241504,30908,272412,
"G1900170","1860","Iowa","190","Bremer","0170","Bremer",1031330,48058,170371,17,50,1043,22325,285382,23368,308750,
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan",1456513,57360,241924,20,1060,1577,33241,393105,34818,427923,
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista",2400,90,5600,0,0,0,60,988,60,1048,
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe",,,,,,,,,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler",499875,27632,101497,0,0,666,17856,215949,18522,234471,
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun",24960,715,4844,0,0,0,1347,9880,1347,11227,
"G1900270","1860","Iowa","190","Carroll","0270","Carroll",28250,1547,7842,0,429,55,1350,14194,1405,15599,
"G1900290","1860","Iowa","190","Cass","0290","Cass",324324,15527,70030,0,2203,702,9515,111718,10217,121935,
"G1900310","1860","Iowa","190","Cedar","0310","Cedar",3691875,158681,685074,2520,447,6295,160127,1092955,166422,1259377,
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo",176286,10990,39875,0,0,0,11799,58235,11799,70034,
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee",2950,250,1450,0,0,0,150,1336,150,1486,
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw",562685,31738,125421,0,0,234,25861,260674,26095,286769,
"G1900390","1860","Iowa","190","Clarke","0390","Clarke",911039,43327,194829,0,0,4697,29468,289069,34165,323234,
"G1900410","1860","Iowa","190","Clay","0410","Clay",6000,400,2075,0,0,0,350,2050,350,2400,
"G1900430","1860","Iowa","190","Clayton","0430","Clayton",3147582,161186,475936,127,292,1029,125769,969763,126798,1096561,
"G1900450","1860","Iowa","190","Clinton","0450","Clinton",3366065,175419,600892,316,5670,157,95243,1158529,95400,1253929,
"G1900470","1860","Iowa","190","Crawford","0470","Crawford",57430,3188,13450,0,555,0,2960,22001,2960,24961,
"G1900490","1860","Iowa","190","Dallas","0490","Dallas",1225211,44867,232034,33,32,5601,30325,274644,35926,310570,
"G1900510","1860","Iowa","190","Davis","0510","Davis",2494091,119621,578795,477,238,19383,123899,672603,143282,815885,
"G1900530","1860","Iowa","190","Decatur","0530","Decatur",1556970,70310,334961,50,12,10981,61098,341707,72079,413786,
"G1900550","1860","Iowa","190","Delaware","0550","Delaware",1217201,86963,412085,205,368,2053,75533,666842,77586,744428,
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines",4186902,138682,667066,21934,28005,3396,153747,799143,157143,956286,
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson",9700,1020,2080,0,0,0,450,4049,450,4499,
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque",3658878,171982,559182,1247,3490,2013,135112,1040549,137125,1177674,
"G1900630","1860","Iowa","190","Emmet","0630","Emmet",2550,490,1700,0,0,0,417,3068,417,3485,
"G1900650","1860","Iowa","190","Fayette","0650","Fayette",1153102,87571,345411,10,0,1073,43298,586216,44371,630587,
"G1900670","1860","Iowa","190","Floyd","0670","Floyd",773012,14843,120645,0,0,0,23793,206492,23793,230285,
"G1900690","1860","Iowa","190","Franklin","0690","Franklin",200298,10178,43916,0,12,0,6695,69157,6695,75852,
"G1900710","1860","Iowa","190","Fremont","0710","Fremont",1175083,40543,241050,513,1523,5210,44255,238361,49465,287826,
"G1900730","1860","Iowa","190","Greene","0730","Greene",168557,9960,43877,0,1217,1033,8415,69951,9448,79399,
"G1900750","1860","Iowa","190","Grundy","0750","Grundy",200720,10935,36955,0,45,191,4612,68348,4803,73151,
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie",510130,27202,133225,40,0,1092,18830,208860,19922,228782,
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton",312375,14860,53115,0,25,0,6988,75800,6988,82788,
"G1900810","1860","Iowa","190","Hancock","0810","Hancock",38100,2305,6290,0,0,0,886,10082,886,10968,
"G1900830","1860","Iowa","190","Hardin","0830","Hardin",737827,30724,131366,0,0,1814,31147,234588,32961,267549,
"G1900850","1860","Iowa","190","Harrison","0850","Harrison",29010,25596,115837,0,1111,752,30595,197034,31347,228381,
"G1900870","1860","Iowa","190","Henry","0870","Henry",4106510,156579,589201,9290,22113,7315,144482,828711,151797,980508,
"G1900890","1860","Iowa","190","Howard","0890","Howard",615519,27402,108694,0,0,0,14872,199785,14872,214657,
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt",18730,755,5020,0,0,0,702,10397,702,11099,
"G1900930","1860","Iowa","190","Ida","0930","Ida",12060,717,2667,0,25,0,343,3257,343,3600,
"G1900950","1860","Iowa","190","Iowa","0950","Iowa",1464530,66638,301455,75,0,10190,59749,491698,69939,561637,
"G1900970","1860","Iowa","190","Jackson","0970","Jackson",3219489,162213,622530,5327,403,2328,127671,909923,129999,1039922,
"G1900990","1860","Iowa","190","Jasper","0990","Jasper",2046716,85129,402130,226,30,5964,89705,583219,95669,678888,
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson",3661566,146064,581292,6330,2530,14301,100769,686433,115070,801503,
"G1901030","1860","Iowa","190","Johnson","1030","Johnson",2436810,92647,454741,1024,3902,139,103174,805059,103313,908372,
"G1901050","1860","Iowa","190","Jones","1050","Jones",2552933,114576,481057,533,645,2083,91271,794640,93354,887994,
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk",3204065,119164,609124,1708,4500,8392,79078,711607,87470,799077,
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth",38010,1825,12025,0,0,0,1526,20719,1526,22245,
"G1901110","1860","Iowa","190","Lee","1110","Lee",5115505,199189,836251,20239,10504,4489,201072,984872,205561,1190433,
"G1901130","1860","Iowa","190","Linn","1130","Linn",3845262,151222,607695,1510,625,8522,88310,922971,96832,1019803,
"G1901150","1860","Iowa","190","Louisa","1150","Louisa",2538652,112789,479450,8129,0,1906,153605,656738,155511,812249,
"G1901170","1860","Iowa","190","Lucas","1170","Lucas",739539,42242,229786,0,0,6344,58282,314625,64626,379251,
"G1901210","1860","Iowa","190","Madison","1210","Madison",617460,77212,310132,402,28061,7708,46113,484640,53821,538461,
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska",2476356,106951,511361,2954,1999,10088,66457,753901,76545,830446,
"G1901250","1860","Iowa","190","Marion","1250","Marion",2778960,122907,566456,821,621,15383,126960,799101,142343,941444,
"G1901270","1860","Iowa","190","Marshall","1270","Marshall",1017015,57022,216706,59,0,1552,32490,348413,34042,382455,
"G1901290","1860","Iowa","190","Mills","1290","Mills",1330710,59919,202124,136,143,7808,61866,301697,69674,371371,
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell",607070,33664,110070,0,0,425,18829,219891,19254,239145,
"G1901330","1860","Iowa","190","Monona","1330","Monona",92435,6610,27167,0,30,304,4679,32629,4983,37612,
"G1901350","1860","Iowa","190","Monroe","1350","Monroe",1997648,73354,324708,0,153,14145,73743,430800,87888,518688,
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery",232082,8858,50667,0,0,1010,10495,65139,11505,76644,
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine",3886294,145405,657605,5198,7231,2677,108295,984031,110972,1095003,
"G1901410","1860","Iowa","190","O Brien","1410","O Brien",800,0,350,0,0,0,50,405,50,455,
"G1901430","1860","Iowa","190","Osceola","1430","Osceola",,,,,,,,,,,
"G1901450","1860","Iowa","190","Page","1450","Page",1645890,43896,207543,150,5722,7188,37797,229549,44985,274534,
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto",4650,415,3125,0,0,0,315,6615,315,6930,
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth",32810,1805,8085,0,365,0,1059,11468,1059,12527,
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas",2700,170,2000,0,0,0,170,3383,170,3553,
"G1901530","1860","Iowa","190","Polk","1530","Polk",1892316,62274,283756,81,155,5041,47395,699897,52436,752333,
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie",424211,23565,134362,0,6169,690,22075,205888,22765,228653,
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek",975925,38304,215044,0,10,1268,29630,309123,30898,340021,
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold",425098,18491,99289,0,0,1439,21722,146174,23161,169335,
"G1901610","1860","Iowa","190","Sac","1610","Sac",41850,1700,7875,0,0,130,1675,10076,1805,11881,
"G1901630","1860","Iowa","190","Scott","1630","Scott",4405186,209274,616530,8576,21658,1470,121367,1400352,122837,1523189,
"G1901650","1860","Iowa","190","Shelby","1650","Shelby",127610,6541,37516,0,50,82,8410,47451,8492,55943,
"G1901670","1860","Iowa","190","Sioux","1670","Sioux",,,,,,,,,,,
"G1901690","1860","Iowa","190","Story","1690","Story",626574,30004,116260,0,20,2346,16038,192252,18384,210636,
"G1901710","1860","Iowa","190","Tama","1710","Tama",313943,18066,77664,10,0,1425,9593,94360,11018,105378,
"G1901730","1860","Iowa","190","Taylor","1730","Taylor",577647,23007,122051,150,55,3507,20875,172961,24382,197343,
"G1901750","1860","Iowa","190","Union","1750","Union",377447,19295,83659,0,0,831,9684,116143,10515,126658,
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren",2800204,123876,556185,9659,212,12454,156825,696760,169279,866039,
"G1901790","1860","Iowa","190","Wapello","1790","Wapello",2064023,61303,356279,223,100,12618,64310,532064,76928,608992,
"G1901810","1860","Iowa","190","Warren","1810","Warren",1843000,72094,351658,0,300,8489,77719,508835,86208,595043,
"G1901830","1860","Iowa","190","Washington","1830","Washington",3304843,143116,658476,7454,65,7688,121082,820468,128770,949238,
"G1901850","1860","Iowa","190","Wayne","1850","Wayne",1185586,46300,247615,0,0,8527,37550,355961,46077,402038,
"G1901870","1860","Iowa","190","Webster","1870","Webster",257465,13122,60408,0,65,150,11858,96406,12008,108414,
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago",11900,1298,3055,0,0,0,645,7695,645,8340,
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek",2224697,152387,439380,0,0,2008,81076,847654,83084,930738,
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury",127698,7199,34077,0,0,0,4265,27702,4265,31967,
"G1901950","1860","Iowa","190","Worth","1950","Worth",120800,8232,26970,0,0,0,3913,45972,3913,49885,
"G1901970","1860","Iowa","190","Wright","1970","Wright",49095,3815,13146,0,0,40,1414,23721,1454,25175,
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen",260719,28654,146205,3,99,0,17328,43965,17328,61293,
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson",261235,11744,73869,0,0,146,19229,44896,19375,64271,
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison",655193,43305,157397,0,2690,604,46600,307362,47204,354566,
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon",452123,54274,250852,100,100,1540,33297,103071,34837,137908,
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge",640355,31594,147265,0,1450,725,17364,125550,18089,143639,
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown",348665,25760,101867,0,50,300,19057,137998,19357,157355,
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler",32300,3633,17174,0,0,0,1610,8597,1610,10207,
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase",91820,5666,25144,0,0,0,3839,30119,3839,33958,
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay",9200,975,4125,0,0,0,459,5137,459,5596,
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey",344040,22875,94998,0,2,0,14825,76227,14825,91052,
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis",95050,6810,16051,0,427,0,4788,51369,4788,56157,
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson",8400,1580,5390,0,0,0,680,4915,680,5595,
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan",801878,35123,159395,6,2674,2136,46304,259076,48440,307516,
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn",375,380,1929,0,0,0,45,77,45,122,
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas",1427795,68351,263101,80,700,0,41062,298890,41062,339952,
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin",578848,25778,152275,50,2097,772,30827,150904,31599,182503,
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey",,,,,,,,,,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood",68200,4745,22800,0,1248,0,3630,20943,3630,24573,
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter",6700,800,5565,0,0,0,345,3161,345,3506,
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson",210900,12515,58091,0,0,0,5442,83939,5442,89381,
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson",599705,26156,168595,2,626,2360,43554,187286,45914,233200,
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson",603305,28415,125929,0,150,130,18732,152206,18862,171068,
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth",1247410,45182,198735,0,11295,1839,36435,240892,38274,279166,
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn",673153,41006,220305,100,125,6145,44432,215544,50577,266121,
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee",63365,14688,75003,16,0,403,9568,14375,9971,24346,
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison",102800,6868,26500,0,35,0,3505,24327,3505,27832,
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion",2000,80,200,0,0,0,0,145,0,145,
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall",52900,2364,19925,0,2156,4443,1665,27633,6108,33741,
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins",694635,37984,204900,0,35,1730,26048,174606,27778,202384,
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris",111310,5757,38450,0,340,60,3088,32216,3148,35364,
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha",227055,10821,73880,0,0,1335,7427,72225,8762,80987,
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage",133130,12449,47127,0,1510,10,4152,45493,4162,49655,
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe",,,,,,,,,,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie",231475,22926,109390,0,0,0,11115,96162,11115,107277,
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley",161300,9586,37445,0,845,0,7053,49038,7053,56091,
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee",511700,37070,124955,0,225,0,18740,180466,18740,199206,
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee",234250,16460,76068,29,0,0,8782,69755,8782,78537,
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington",,,,,,,,,,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson",,,,,,,,,,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson",115500,8005,39535,0,2262,70,5070,35178,5140,40318,
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte",199450,17315,42015,270,500,0,2077,37679,2077,39756,
"G2100010","1860","Kentucky","210","Adair","0010","Adair",1062283,49908,380652,985,5,20721,74773,367799,95494,463293,1602
"G2100030","1860","Kentucky","210","Allen","0030","Allen",1414413,57391,468434,1767,145,25906,83604,374952,109510,484462,1522
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson",1798182,52116,491019,2368,148,15076,86277,367749,101353,469102,1357
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard",2236281,65438,418742,1894,1348,10222,94924,495764,105146,600910,1718
"G2100090","1860","Kentucky","210","Barren","0090","Barren",2590583,126031,912534,8657,20598,43455,207282,802976,250737,1053713,4078
"G2100110","1860","Kentucky","210","Bath","0110","Bath",3694743,75154,1034749,1666,0,24141,118174,747550,142315,889865,2500
"G2100150","1860","Kentucky","210","Boone","0150","Boone",6386165,114808,758037,14496,4230,13447,166423,762668,179870,942538,1745
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon",13036380,142240,2390873,18941,2795,23713,189387,1193758,213100,1406858,6767
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd",610225,8558,95082,0,0,3058,20532,102716,23590,126306,156
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle",3424814,77529,924779,13172,3815,18096,117160,609852,135256,745108,3279
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken",2493125,87107,542271,5356,58,9415,104074,703783,113489,817272,750
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt",452020,6627,150560,1411,0,16334,40710,136268,57044,193312,190
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge",1677235,82631,500422,2902,90,16717,96737,603443,113454,716897,2340
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt",1773744,59843,347055,2403,30,8717,82375,310279,91092,401371,1458
"G2100310","1860","Kentucky","210","Butler","0310","Butler",1073144,44143,326500,45,0,27968,73984,280076,101952,382028,770
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell",1972031,70114,502397,1275,280,15174,123698,671221,138872,810093,2406
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway",1618946,65812,469831,1134,893,28891,105042,503867,133933,637800,1492
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell",2797505,61900,269974,5163,83880,1380,35204,406708,36584,443292,116
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll",2008835,48534,363490,3292,1456,7988,59312,369677,67300,436977,1045
"G2100430","1860","Kentucky","210","Carter","0430","Carter",1122061,37898,310317,12817,11104,34106,70745,284761,104851,389612,309
"G2100450","1860","Kentucky","210","Casey","0450","Casey",1020700,41359,458691,43755,3988,52988,104681,395101,157669,552770,666
"G2100470","1860","Kentucky","210","Christian","0470","Christian",8914406,246719,1038803,10965,1343,28994,347803,1886420,376797,2263217,9951
"G2100490","1860","Kentucky","210","Clark","0490","Clark",6589098,93217,1692938,14331,432,20483,138816,796248,159299,955547,4762
"G2100510","1860","Kentucky","210","Clay","0510","Clay",501280,17137,211586,1280,0,11613,53873,168441,65486,233927,349
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton",842066,31542,241417,1133,5,23249,46344,205993,69593,275586,258
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden",1530405,62265,408729,3755,245,13106,84268,482917,97374,580291,939
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland",1252562,38517,266295,2007,54,37435,76358,404098,113793,517891,1413
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess",4598215,122699,777459,7234,2840,16421,201446,1132714,217867,1350581,3515
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson",505803,27409,212889,0,0,15179,43627,164579,58806,223385,273
"G2100650","1860","Kentucky","210","Estill","0650","Estill",967549,25412,300721,2442,319,11882,64367,253731,76249,329980,507
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette",13431718,138870,1819237,10659,17341,7007,250660,1259522,257667,1517189,10015
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming",3127018,106637,765207,14094,1533,23614,110331,611137,133945,745082,2018
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd",632430,9474,183526,2632,0,18804,48066,196909,66870,263779,147
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin",2574235,63556,609623,7149,3966,7437,113062,464938,120499,585437,3384
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton",1323214,33125,227137,10443,1425,11105,57282,286977,68387,355364,1078
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin",1414627,43362,315641,6898,1313,6326,54855,335789,61181,396970,708
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard",3974189,64915,1000549,10460,1735,19662,119063,2450126,138725,2588851,3578
"G2100810","1860","Kentucky","210","Grant","0810","Grant",2121321,50024,519633,3340,0,9807,65971,453255,75778,529033,696
"G2100830","1860","Kentucky","210","Graves","0830","Graves",3140260,141834,814394,7438,1378,52174,185009,1037601,237183,1274784,2845
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson",986267,57654,411581,350,114,26718,83047,352447,109765,462212,351
"G2100870","1860","Kentucky","210","Green","0870","Green",1154698,44367,390029,110,76,19270,85970,448683,105240,553923,2372
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup",1190619,34517,217274,6635,3049,3950,48464,249380,52414,301794,363
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock",1092955,44552,258824,5637,628,10708,61547,312366,72255,384621,818
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin",3456456,139354,799054,6478,32,25368,148192,825542,173560,999102,2530
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan",540784,12028,184694,994,0,19027,48579,160951,67606,228557,127
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison",5632940,136301,1207032,1080,3975,23508,164560,872855,188068,1060923,3289
"G2100990","1860","Kentucky","210","Hart","0990","Hart",1372929,52552,405068,680,90,19067,95142,460102,114209,574311,1395
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson",5242955,153169,739644,9294,587,9584,194485,1360486,204069,1564555,5767
"G2101030","1860","Kentucky","210","Henry","1030","Henry",4536880,120507,931147,11638,3302,21602,155323,845426,176925,1022351,3311
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman",1108323,43586,279278,10006,1417,8352,60648,324026,69000,393026,1249
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins",2373995,86752,599180,727,0,17938,131932,670542,149870,820412,2009
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson",255526,3601,78883,0,0,7094,21760,66478,28854,95332,7
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson",11140950,192773,877085,34218,145605,6086,625203,1089597,631289,1720886,10304
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine",5297860,94986,825865,6030,4820,7240,108258,656238,115498,771736,3698
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson",482795,8493,156519,4246,0,15528,39014,164102,54542,218644,27
